ponto,orientacao,init,fim,class,membro,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x1,y1,x2,y2,x3,y3,x4,y4,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6
8,1,-0.18470430374145508,-0.4329368472099304,frente,0,0.0,0.0,-0.06540489196777344,-0.07798641920089722,-0.08400994539260864,-0.15341651439666748,-0.0861552357673645,-0.2086198329925537,-0.08506309986114502,-0.24334758520126343,-0.0004285573959350586,-0.23545068502426147,-0.06549108028411865,-0.28070560097694397,-0.10645687580108643,-0.24613863229751587,-0.12573003768920898,-0.20286810398101807,0.01973903179168701,-0.2139003872871399,-0.07083660364151001,-0.22316408157348633,-0.09309405088424683,-0.1613585352897644,-0.0851067304611206,-0.12194305658340454,0.026372909545898438,-0.1776624321937561,-0.06664758920669556,-0.1768108606338501,-0.077079176902771,-0.11978799104690552,-0.0635632872581482,-0.08915305137634277,0.02206707000732422,-0.1324375867843628,-0.052704453468322754,-0.1312716007232666,-0.059512555599212646,-0.09576296806335449,-0.04483562707901001,-0.07875829935073853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,-0.18470430374145508,-0.4329368472099304,frente,0,0.0,0.0,-0.06510257720947266,-0.07609474658966064,-0.08363676071166992,-0.14997327327728271,-0.0871627926826477,-0.20443415641784668,-0.08765476942062378,-0.24068361520767212,0.0014079809188842773,-0.23463702201843262,-0.06381332874298096,-0.2803884446620941,-0.1051226258277893,-0.24496597051620483,-0.1240077018737793,-0.20080769062042236,0.02155911922454834,-0.21361100673675537,-0.06932723522186279,-0.22352516651153564,-0.09216207265853882,-0.16223949193954468,-0.08455318212509155,-0.1235426664352417,0.027843713760375977,-0.17802006006240845,-0.06582993268966675,-0.17533975839614868,-0.07621204853057861,-0.11901456117630005,-0.06284046173095703,-0.08964931964874268,0.022689640522003174,-0.1335635781288147,-0.05216014385223389,-0.13014519214630127,-0.058438658714294434,-0.0951198935508728,-0.04352986812591553,-0.07918274402618408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,-0.18470430374145508,-0.4329368472099304,frente,0,0.0,0.0,-0.06608819961547852,-0.07751107215881348,-0.08517801761627197,-0.15319424867630005,-0.08767026662826538,-0.2084437608718872,-0.08768951892852783,-0.24407780170440674,-0.0007309913635253906,-0.23501348495483398,-0.06636041402816772,-0.28057023882865906,-0.10740238428115845,-0.24574506282806396,-0.12627559900283813,-0.20203560590744019,0.01933741569519043,-0.21312379837036133,-0.07159596681594849,-0.22235482931137085,-0.09366470575332642,-0.1604124903678894,-0.08498793840408325,-0.12138110399246216,0.025700032711029053,-0.17661195993423462,-0.06745147705078125,-0.17596399784088135,-0.0779760479927063,-0.1190609335899353,-0.06408226490020752,-0.0888671875,0.02098667621612549,-0.13138866424560547,-0.05335056781768799,-0.13023912906646729,-0.059851765632629395,-0.09536892175674438,-0.044793665409088135,-0.07889556884765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,-0.18470430374145508,-0.4329368472099304,frente,0,0.0,0.0,-0.06470966339111328,-0.07800889015197754,-0.08343738317489624,-0.1521652340888977,-0.08704632520675659,-0.20708918571472168,-0.0882028341293335,-0.24321138858795166,-0.00043022632598876953,-0.23500078916549683,-0.06541574001312256,-0.2795776128768921,-0.1064576506614685,-0.24469172954559326,-0.12562787532806396,-0.20075058937072754,0.0197104811668396,-0.21349835395812988,-0.07098323106765747,-0.22251039743423462,-0.09363240003585815,-0.16103357076644897,-0.08607268333435059,-0.12153679132461548,0.02633768320083618,-0.1773470640182495,-0.0667874813079834,-0.1752222180366516,-0.07711350917816162,-0.11887389421463013,-0.06363457441329956,-0.08840799331665039,0.02188396453857422,-0.13220655918121338,-0.05282646417617798,-0.13012009859085083,-0.05948185920715332,-0.09518653154373169,-0.04470938444137573,-0.07835561037063599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,-0.18470430374145508,-0.4329368472099304,frente,0,0.0,0.0,-0.06540459394454956,-0.07647663354873657,-0.08383649587631226,-0.15077143907546997,-0.0874527096748352,-0.20535320043563843,-0.08987963199615479,-0.24144220352172852,-0.0007354021072387695,-0.2353103756904602,-0.06554538011550903,-0.2799323797225952,-0.1063428521156311,-0.24419420957565308,-0.12471127510070801,-0.19980019330978394,0.01947230100631714,-0.2139749526977539,-0.07099193334579468,-0.22212696075439453,-0.09423166513442993,-0.16025370359420776,-0.08670705556869507,-0.12119680643081665,0.02616983652114868,-0.1776905059814453,-0.06686675548553467,-0.17389017343521118,-0.07739400863647461,-0.11736565828323364,-0.0638074278831482,-0.08784395456314087,0.02169930934906006,-0.13254505395889282,-0.0525394082069397,-0.12851303815841675,-0.05904942750930786,-0.09349751472473145,-0.044023871421813965,-0.07755160331726074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,-0.18470430374145508,-0.4329368472099304,frente,0,0.0,0.0,-0.06545186042785645,-0.07687568664550781,-0.08347141742706299,-0.15156495571136475,-0.0863690972328186,-0.2069605588912964,-0.08729463815689087,-0.24409335851669312,0.0011845231056213379,-0.23468810319900513,-0.06403231620788574,-0.28004544973373413,-0.10519510507583618,-0.2443491816520691,-0.12388062477111816,-0.2000870704650879,0.02151709794998169,-0.21303153038024902,-0.06975096464157104,-0.22245585918426514,-0.09260839223861694,-0.16101956367492676,-0.08489489555358887,-0.1224677562713623,0.02800440788269043,-0.17679989337921143,-0.06597375869750977,-0.17425280809402466,-0.07617998123168945,-0.11814451217651367,-0.0624125599861145,-0.08884894847869873,0.023058652877807617,-0.13173657655715942,-0.05229097604751587,-0.12897741794586182,-0.05857270956039429,-0.09422987699508667,-0.04328417778015137,-0.07829868793487549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,-0.18470430374145508,-0.4329368472099304,frente,0,0.0,0.0,-0.06684505939483643,-0.07742941379547119,-0.0868990421295166,-0.15166765451431274,-0.09119212627410889,-0.2065514326095581,-0.09379661083221436,-0.24311405420303345,-0.0030448436737060547,-0.23544365167617798,-0.06958860158920288,-0.2812359929084778,-0.11060363054275513,-0.24596530199050903,-0.12907642126083374,-0.20108717679977417,0.017639458179473877,-0.21409869194030762,-0.07374703884124756,-0.22372812032699585,-0.09679478406906128,-0.1617618203163147,-0.0890771746635437,-0.12254887819290161,0.024365723133087158,-0.17826330661773682,-0.06938433647155762,-0.17585217952728271,-0.07985788583755493,-0.11957639455795288,-0.0662074089050293,-0.08939957618713379,0.019342541694641113,-0.13375341892242432,-0.05603444576263428,-0.13038629293441772,-0.06269669532775879,-0.09536141157150269,-0.04766416549682617,-0.07886409759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,-0.18470430374145508,-0.4329368472099304,frente,0,0.0,0.0,-0.06413763761520386,-0.0780382752418518,-0.08389133214950562,-0.1522979736328125,-0.08893686532974243,-0.20432955026626587,-0.09294092655181885,-0.2358909249305725,-0.0020546317100524902,-0.23443174362182617,-0.06744223833084106,-0.28000861406326294,-0.1086685061454773,-0.24419015645980835,-0.12821590900421143,-0.19978582859039307,0.018104076385498047,-0.21292048692703247,-0.07257646322250366,-0.21910667419433594,-0.09499365091323853,-0.15652936697006226,-0.08781945705413818,-0.11618596315383911,0.024734675884246826,-0.17642641067504883,-0.06791210174560547,-0.1720990538597107,-0.07772570848464966,-0.11597788333892822,-0.06454700231552124,-0.08522742986679077,0.02045494318008423,-0.13141512870788574,-0.05350905656814575,-0.12781387567520142,-0.060658395290374756,-0.09279841184616089,-0.04674476385116577,-0.07567298412322998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,-0.18470430374145508,-0.4329368472099304,frente,0,0.0,0.0,-0.06392121315002441,-0.07699942588806152,-0.08434563875198364,-0.15087062120437622,-0.09190458059310913,-0.2033589482307434,-0.10003447532653809,-0.23434102535247803,-0.002686142921447754,-0.2334960699081421,-0.06650638580322266,-0.28078097105026245,-0.10797333717346191,-0.24749499559402466,-0.12766188383102417,-0.20505422353744507,0.01722186803817749,-0.21206939220428467,-0.073009192943573,-0.21971553564071655,-0.0963168740272522,-0.15736395120620728,-0.08917087316513062,-0.11789441108703613,0.02384394407272339,-0.17539572715759277,-0.06908667087554932,-0.17212003469467163,-0.07898396253585815,-0.11596304178237915,-0.06521040201187134,-0.08616304397583008,0.019684910774230957,-0.1305035948753357,-0.054306089878082275,-0.12859457731246948,-0.06164717674255371,-0.09347665309906006,-0.04750263690948486,-0.07659941911697388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,-0.18470430374145508,-0.4329368472099304,frente,0,0.0,0.0,-0.06412327289581299,-0.07767009735107422,-0.08542507886886597,-0.15382510423660278,-0.09551364183425903,-0.20771074295043945,-0.10936325788497925,-0.23761653900146484,-0.002340257167816162,-0.2343282699584961,-0.06524419784545898,-0.2831282615661621,-0.10783928632736206,-0.2537683844566345,-0.12987595796585083,-0.21446001529693604,0.017374157905578613,-0.21174949407577515,-0.07308012247085571,-0.22104930877685547,-0.0953601598739624,-0.15767645835876465,-0.08693671226501465,-0.11872893571853638,0.023856043815612793,-0.17467337846755981,-0.06983357667922974,-0.17382609844207764,-0.07920777797698975,-0.11615079641342163,-0.06445693969726562,-0.0865551233291626,0.019816696643829346,-0.12940460443496704,-0.054640769958496094,-0.12963420152664185,-0.061763226985931396,-0.09353774785995483,-0.04676705598831177,-0.07674998044967651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
